ID	adj.P.Val	P.Value	t	B	logFC	ORF
4881	7.53e-03	3.93e-03	4.012224	-3.44901	0.2057644	YNL129W
6176	7.53e-03	3.94e-03	-4.011393	-3.45025	-0.1724407	YPR148C
1958	7.54e-03	3.94e-03	4.010642	-3.45137	0.1414774	YGL022W
4525	7.54e-03	3.94e-03	-4.010382	-3.45175	-0.1745193	YMR115W
3379	7.54e-03	3.95e-03	4.010234	-3.45197	0.231108	YJR154W
1908	7.54e-03	3.95e-03	4.009736	-3.45272	0.1922842	YFR031C
231	7.54e-03	3.95e-03	4.009274	-3.45341	0.1501637	YBR007C
4113	7.56e-03	3.96e-03	-4.007747	-3.45568	-0.2289032	YLR315W
3941	7.57e-03	3.97e-03	4.005879	-3.45847	0.3477487	YLR147C
768	7.58e-03	3.98e-03	4.00472	-3.4602	0.3568364	YDL061C
3005	7.60e-03	3.99e-03	-4.002892	-3.46293	-0.1920294	YJL003W
6144	7.61e-03	4.00e-03	-4.001094	-3.46561	-0.1620217	YPR117W
4837	7.62e-03	4.00e-03	4.000187	-3.46696	0.2141814	YNL085W
6068	7.63e-03	4.01e-03	-3.998744	-3.46912	-0.2102684	YPR042C
2136	7.64e-03	4.02e-03	3.997574	-3.47086	0.1463148	YGL200C
2434	7.65e-03	4.02e-03	-3.996696	-3.47217	-0.1557186	YGR232W
4123	7.66e-03	4.03e-03	3.995768	-3.47356	0.4092651	YLR325C
3309	7.67e-03	4.03e-03	-3.994787	-3.47502	-0.2464457	YJR086W
1362	7.68e-03	4.04e-03	3.993052	-3.47761	0.1634958	YDR390C
1456	7.70e-03	4.05e-03	-3.991319	-3.4802	-0.1507304	YDR484W
5579	1.24e-02	6.97e-03	4.034267	-3.48145	0.2282614	YOR237W
2587	7.71e-03	4.06e-03	-3.989755	-3.48254	-0.148698	YHR035W
2821	7.72e-03	4.06e-03	3.988867	-3.48387	0.1796739	YIL040W
4374	7.73e-03	4.07e-03	3.98728	-3.48623	0.2985744	YML101C
2572	7.74e-03	4.08e-03	3.9865	-3.4874	0.3167158	YHR021C
5476	7.75e-03	4.08e-03	3.985561	-3.4888	0.2144912	YOR133W
5972	7.76e-03	4.09e-03	3.98448	-3.49042	0.152917	YPL232W
5098	7.78e-03	4.10e-03	-3.98221	-3.49381	-0.1814703	YNR006W
1234	7.78e-03	4.11e-03	3.981566	-3.49477	0.1919566	YDR267C
2826	7.85e-03	4.14e-03	-3.974951	-3.50466	-0.15351	YIL045W
4796	7.89e-03	4.16e-03	3.971269	-3.51017	0.3551457	YNL044W
1923	7.95e-03	4.20e-03	-3.965321	-3.51907	-0.236332	YFR044C
2048	7.95e-03	4.20e-03	3.96484	-3.51979	0.1575572	YGL112C
94	7.96e-03	4.21e-03	-3.964294	-3.52061	-0.180934	YAR050W
666	8.00e-03	4.23e-03	-3.960379	-3.52647	-0.1384833	YCR066W
6181	8.01e-03	4.24e-03	3.958981	-3.52857	0.2113979	YPR153W
2917	8.01e-03	4.24e-03	-3.958414	-3.52941	-0.1736995	YIL137C
1974	8.02e-03	4.24e-03	-3.958018	-3.53001	-0.1708414	YGL038C
2202	8.02e-03	4.24e-03	3.957777	-3.53037	0.1920877	YGR001C
301	1.29e-02	7.29e-03	-3.994294	-3.53181	-0.2790458	YBR076W
4598	8.06e-03	4.27e-03	-3.953263	-3.53713	-0.1584167	YMR180C
314	8.07e-03	4.28e-03	3.95228	-3.5386	0.1806251	YBR087W
2160	8.08e-03	4.28e-03	3.950918	-3.54064	0.1877262	YGL224C
2344	8.09e-03	4.29e-03	3.950281	-3.5416	0.290646	YGR142W
6093	8.12e-03	4.31e-03	-3.946876	-3.5467	-0.1439859	YPR067W
1474	8.12e-03	4.31e-03	3.946767	-3.54687	0.2216578	YDR502C
3577	8.14e-03	4.32e-03	3.944691	-3.54998	0.1782146	YKL183W
1784	8.15e-03	4.33e-03	3.943556	-3.55168	0.2092939	YER171W
245	8.16e-03	4.33e-03	3.942802	-3.55281	0.2771989	YBR021W
1803	8.17e-03	4.34e-03	3.941551	-3.55469	0.429287	YER189W
196	8.17e-03	4.34e-03	3.941477	-3.5548	0.3528667	YBL087C
5068	8.18e-03	4.35e-03	3.93993	-3.55712	0.1559974	YNL315C
3956	8.19e-03	4.35e-03	-3.939497	-3.55777	-0.1617549	YLR161W
877	8.23e-03	4.38e-03	3.935535	-3.56371	0.1749159	YDL165W
2013	8.23e-03	4.38e-03	3.934843	-3.56475	0.2625593	YGL077C
1730	8.25e-03	4.39e-03	3.93306	-3.56743	0.3814461	YER117W
2546	8.27e-03	4.40e-03	-3.931142	-3.57031	-0.2006629	YHL047C
714	8.29e-03	4.42e-03	3.929476	-3.57281	0.1457528	YDL008W
1687	8.32e-03	4.43e-03	-3.926356	-3.57749	-0.2016523	YER076C
5460	8.32e-03	4.44e-03	-3.92606	-3.57793	-0.1541245	YOR117W
932	8.33e-03	4.44e-03	3.925636	-3.57857	0.2658456	YDL219W
4640	8.35e-03	4.45e-03	3.923235	-3.58218	0.1596585	YMR220W
2143	8.36e-03	4.46e-03	3.922042	-3.58397	0.1612892	YGL207W
4617	8.36e-03	4.46e-03	-3.921852	-3.58425	-0.2321176	YMR197C
5070	8.41e-03	4.49e-03	-3.917487	-3.59081	-0.1452415	YNL317W
2562	8.44e-03	4.51e-03	-3.915077	-3.59444	-0.146923	YHR011W
295	8.44e-03	4.51e-03	3.914252	-3.59567	0.2354974	YBR070C
2872	8.44e-03	4.51e-03	3.913973	-3.5961	0.145076	YIL092W
5214	8.45e-03	4.52e-03	-3.91319	-3.59727	-0.2358413	YOL042W
4104	1.01e-02	5.55e-03	3.959092	-3.60021	0.1920406	YLR307W
5241	8.48e-03	4.54e-03	3.910319	-3.60159	0.1347511	YOL068C
1355	8.49e-03	4.54e-03	-3.909282	-3.60315	-0.2251155	YDR383C
6194	8.50e-03	4.55e-03	3.907995	-3.60508	0.2723024	YPR166C
3624	8.51e-03	4.56e-03	3.906972	-3.60662	0.1447649	YKR006C
1366	8.51e-03	4.56e-03	-3.906963	-3.60664	-0.1365168	YDR394W
2963	8.54e-03	4.57e-03	-3.904605	-3.61018	-0.1357383	YIR006C
2548	8.54e-03	4.57e-03	3.904168	-3.61084	0.4661255	YHL049C
5884	8.54e-03	4.58e-03	3.9036	-3.61169	0.1562593	YPL145C
4973	8.58e-03	4.60e-03	3.899851	-3.61733	0.2225697	YNL220W
471	8.59e-03	4.61e-03	-3.899026	-3.61858	-0.2020926	YBR240C
292	8.63e-03	4.63e-03	3.895982	-3.62316	0.1995947	YBR067C
2490	8.63e-03	4.63e-03	-3.895407	-3.62402	-0.2942998	YGR287C
1180	8.65e-03	4.64e-03	3.893677	-3.62663	0.3008953	YDR213W
780	8.68e-03	4.66e-03	3.890872	-3.63085	0.1785797	YDL073W
2902	8.69e-03	4.67e-03	-3.889648	-3.63269	-0.2463383	YIL122W
3742	1.69e-02	9.85e-03	-4.068672	-3.63398	-0.4159271	YLL017W
1227	8.70e-03	4.68e-03	-3.888513	-3.6344	-0.1488022	YDR260C
5673	8.72e-03	4.68e-03	-3.887244	-3.63632	-0.1614009	YOR329C
5870	8.72e-03	4.69e-03	3.886874	-3.63687	0.265203	YPL131W
4859	8.73e-03	4.69e-03	-3.885856	-3.63841	-0.1779094	YNL107W
1392	8.76e-03	4.71e-03	3.88271	-3.64315	0.2848529	YDR420W
4668	8.82e-03	4.75e-03	-3.878118	-3.65007	-0.2165193	YMR247C
5547	8.84e-03	4.76e-03	3.876287	-3.65283	0.3347159	YOR204W
1470	8.84e-03	4.76e-03	-3.875734	-3.65366	-0.1684448	YDR498C
1872	8.85e-03	4.77e-03	3.874767	-3.65512	0.4257189	YFL065C
1269	8.85e-03	4.77e-03	3.874534	-3.65547	0.2670989	YDR302W
5294	8.90e-03	4.80e-03	3.869983	-3.66233	0.2895843	YOL120C
2690	8.91e-03	4.80e-03	3.869275	-3.6634	0.2050758	YHR133C
4386	8.91e-03	4.81e-03	3.868916	-3.66394	0.159227	YML112W
4721	8.91e-03	4.81e-03	3.8689	-3.66397	0.1538762	YMR299C
3507	8.92e-03	4.81e-03	3.868187	-3.66504	0.1427481	YKL114C
2067	8.94e-03	4.83e-03	-3.86606	-3.66825	-0.1654481	YGL131C
6083	8.95e-03	4.83e-03	3.864842	-3.67009	0.1459605	YPR057W
5544	8.95e-03	4.84e-03	3.864656	-3.67037	0.1587717	YOR201C
487	8.97e-03	4.85e-03	-3.86311	-3.67271	-0.1881468	YBR255W
6008	8.98e-03	4.86e-03	3.861717	-3.67481	0.3664229	YPL267W
3881	9.07e-03	4.91e-03	3.854605	-3.68555	0.1561252	YLR088W
3490	9.12e-03	4.93e-03	-3.850448	-3.69183	-0.2864524	YKL098W
5443	9.14e-03	4.95e-03	-3.848817	-3.69429	-0.2498402	YOR100C
5748	9.15e-03	4.96e-03	3.847377	-3.69647	0.1831575	YPL009C
5139	9.20e-03	4.98e-03	-3.843776	-3.70191	-0.2541274	YNR045W
4858	9.25e-03	5.01e-03	-3.839035	-3.70908	-0.14779	YNL106C
683	9.25e-03	5.01e-03	3.83899	-3.70914	0.2668796	YCR086W
1045	9.28e-03	5.03e-03	-3.836584	-3.71278	-0.2241318	YDR079W
2051	9.29e-03	5.04e-03	-3.835945	-3.71375	-0.1440066	YGL115W
5033	9.31e-03	5.05e-03	3.834378	-3.71612	0.1703055	YNL280C
2116	9.32e-03	5.06e-03	-3.83324	-3.71784	-0.4488408	YGL180W
815	9.33e-03	5.06e-03	-3.832355	-3.71918	-0.1710505	YDL107W
5734	9.33e-03	5.06e-03	3.831979	-3.71975	0.2164531	YOR390W
3292	9.36e-03	5.08e-03	3.829241	-3.72389	0.1316575	YJR068W
2691	9.40e-03	5.11e-03	3.826264	-3.7284	0.1319179	YHR134W
5448	9.44e-03	5.13e-03	3.822345	-3.73433	0.146477	YOR105W
4184	9.44e-03	5.13e-03	3.82219	-3.73457	0.6744906	YLR385C
1896	9.49e-03	5.16e-03	-3.818485	-3.74018	-0.1584133	YFR020W
3910	9.54e-03	5.19e-03	-3.814264	-3.74657	-0.2100407	YLR116W
5781	9.56e-03	5.20e-03	-3.813003	-3.74848	-0.1655996	YPL042C
2947	9.59e-03	5.22e-03	3.810351	-3.7525	0.223056	YIL167W
3552	9.66e-03	5.26e-03	3.80493	-3.76072	0.3361857	YKL160W
5447	9.66e-03	5.26e-03	3.804609	-3.76121	0.1788374	YOR104W
3025	9.67e-03	5.27e-03	-3.803864	-3.76233	-0.1396456	YJL023C
2307	9.67e-03	5.27e-03	3.80368	-3.76261	0.1967154	YGR106C
5412	9.77e-03	5.33e-03	-3.79596	-3.77432	-0.1503527	YOR069W
3674	9.78e-03	5.33e-03	-3.795394	-3.77518	-0.1729743	YKR055W
1985	9.78e-03	5.34e-03	-3.795159	-3.77554	-0.1477938	YGL049C
5442	9.78e-03	5.34e-03	3.794764	-3.77614	0.1848097	YOR099W
2482	9.87e-03	5.39e-03	3.787833	-3.78666	0.2007968	YGR279C
782	9.87e-03	5.39e-03	3.7876	-3.78701	0.4942287	YDL075W
5048	9.93e-03	5.42e-03	-3.783634	-3.79303	-0.1347609	YNL295W
3187	9.95e-03	5.44e-03	3.782128	-3.79532	0.2924443	YJL184W
5151	9.99e-03	5.46e-03	3.779077	-3.79996	0.2159977	YNR057C
5694	1.00e-02	5.48e-03	-3.7764	-3.80402	-0.1931388	YOR350C
1749	1.93e-02	1.14e-02	-3.916811	-3.80583	-0.268233	YER135C
4501	1.00e-02	5.49e-03	3.774736	-3.80655	0.1311153	YMR091C
2323	1.21e-02	6.76e-03	3.80486	-3.81593	0.2101684	YGR122C-A
109	1.02e-02	5.56e-03	3.765736	-3.82023	0.2017017	YBL003C
1412	1.02e-02	5.57e-03	3.764725	-3.82177	0.1879867	YDR440W
970	1.02e-02	5.61e-03	-3.759441	-3.82981	-0.2845269	YDR007W
397	1.03e-02	5.63e-03	3.757751	-3.83238	0.1645335	YBR167C
3954	1.03e-02	5.64e-03	-3.756698	-3.83398	-0.1604875	YLR159W
5618	1.97e-02	1.18e-02	3.887352	-3.83958	0.268985	YOR277C
945	1.03e-02	5.67e-03	3.752346	-3.84061	0.2478448	YDL232W
5179	1.03e-02	5.67e-03	-3.751998	-3.84113	-0.1687558	YOL008W
5349	1.04e-02	5.68e-03	-3.751069	-3.84255	-0.1567869	YOR008C
1301	1.04e-02	5.68e-03	-3.750652	-3.84318	-0.1549192	YDR332W
3277	1.04e-02	5.70e-03	3.749214	-3.84537	0.4017924	YJR053W
2479	1.04e-02	5.70e-03	3.748768	-3.84605	0.1497531	YGR276C
4089	1.04e-02	5.72e-03	3.746058	-3.85018	0.2189239	YLR292C
1502	1.04e-02	5.74e-03	-3.744228	-3.85297	-0.4131047	YDR529C
4024	1.04e-02	5.74e-03	3.744214	-3.85299	0.1710229	YLR229C
1716	1.05e-02	5.76e-03	3.741817	-3.85664	0.3579286	YER102W
5546	1.05e-02	5.76e-03	3.741101	-3.85773	0.2838452	YOR203W
585	1.05e-02	5.79e-03	3.737675	-3.86295	0.1855187	YCL056C
1186	1.06e-02	5.84e-03	-3.731728	-3.87201	-0.1624991	YDR219C
2664	1.07e-02	5.87e-03	3.728385	-3.87711	0.1610864	YHR108W
2812	1.07e-02	5.87e-03	-3.72787	-3.8779	-0.1596165	YIL031W
3878	1.07e-02	5.87e-03	-3.727761	-3.87806	-0.1541187	YLR085C
181	1.07e-02	5.90e-03	3.724914	-3.88241	0.4051956	YBL072C
2211	1.07e-02	5.91e-03	-3.723788	-3.88412	-0.1542714	YGR010W
1826	2.06e-02	1.23e-02	-3.842922	-3.89071	-0.2732147	YFL019C
244	1.08e-02	5.95e-03	-3.718149	-3.89273	-0.2794472	YBR020W
5237	1.08e-02	5.96e-03	3.717823	-3.89322	0.1915403	YOL064C
5790	1.08e-02	5.96e-03	3.717026	-3.89444	0.1854413	YPL051W
1458	1.08e-02	5.97e-03	-3.716536	-3.89519	-0.1557135	YDR486C
4707	1.08e-02	5.98e-03	-3.715394	-3.89693	-0.1338224	YMR287C
2156	1.08e-02	5.98e-03	3.714985	-3.89756	0.1747679	YGL220W
4432	1.08e-02	5.99e-03	-3.713453	-3.89989	-0.1584651	YMR023C
2180	1.09e-02	6.01e-03	3.711904	-3.90226	0.1597941	YGL243W
2993	1.09e-02	6.01e-03	3.71141	-3.90301	0.1541589	YIR035C
4385	1.09e-02	6.03e-03	3.709506	-3.90592	0.1377308	YML111W
5711	1.09e-02	6.03e-03	-3.709358	-3.90615	-0.2000657	YOR367W
2042	1.09e-02	6.03e-03	3.708772	-3.90704	0.2499947	YGL106W
3678	1.09e-02	6.05e-03	3.707197	-3.90945	0.2044638	YKR059W
2803	1.09e-02	6.05e-03	3.707103	-3.90959	0.5066579	YIL022W
3304	1.10e-02	6.07e-03	-3.704976	-3.91284	-0.1780104	YJR080C
3980	1.10e-02	6.07e-03	3.704759	-3.91317	0.4544678	YLR185W
3938	1.10e-02	6.07e-03	-3.704447	-3.91365	-0.2028422	YLR144C
4527	1.10e-02	6.08e-03	3.703789	-3.91465	0.4501545	YMR117C
4473	1.10e-02	6.08e-03	3.703506	-3.91509	0.178381	YMR065W
3545	1.12e-02	6.19e-03	-3.690766	-3.93456	-0.2825019	YKL152C
3380	1.12e-02	6.22e-03	-3.687424	-3.93967	-0.2190635	YJR155W
3447	1.12e-02	6.23e-03	3.686606	-3.94092	0.2097002	YKL056C
100	1.13e-02	6.26e-03	3.683059	-3.94635	0.2191994	YAR066W
3127	1.13e-02	6.29e-03	-3.679909	-3.95117	-0.1421195	YJL126W
1126	1.13e-02	6.30e-03	-3.679093	-3.95241	-0.2222042	YDR160W
5960	1.13e-02	6.30e-03	3.678951	-3.95263	0.2363292	YPL220W
3502	1.13e-02	6.31e-03	3.678146	-3.95386	0.1601335	YKL109W
2417	1.14e-02	6.33e-03	3.674912	-3.95881	0.2974419	YGR215W
1968	1.14e-02	6.35e-03	3.673683	-3.9607	0.2258603	YGL032C
4195	1.14e-02	6.35e-03	-3.67276	-3.96211	-0.1539684	YLR396C
2021	1.15e-02	6.39e-03	-3.669137	-3.96766	-0.1934878	YGL085W
5227	1.16e-02	6.44e-03	3.662993	-3.97707	0.1615533	YOL054W
2009	1.16e-02	6.45e-03	-3.662327	-3.97809	-0.1857219	YGL073W
5114	1.16e-02	6.45e-03	3.66226	-3.97819	0.2790134	YNR022C
1410	1.16e-02	6.46e-03	-3.661009	-3.98011	-0.3270596	YDR438W
5075	1.16e-02	6.46e-03	-3.660809	-3.98041	-0.1322467	YNL322C
4571	1.16e-02	6.47e-03	-3.660568	-3.98078	-0.1590233	YMR157C
1491	1.17e-02	6.53e-03	3.653789	-3.99117	0.1491492	YDR519W
364	1.18e-02	6.58e-03	3.648746	-3.99891	0.288081	YBR135W
1334	1.18e-02	6.60e-03	3.646675	-4.00208	0.1675426	YDR364C
5245	1.19e-02	6.62e-03	-3.644109	-4.00602	-0.1301783	YOL072W
4916	1.19e-02	6.62e-03	3.643817	-4.00647	0.2110934	YNL163C
2799	1.19e-02	6.64e-03	3.642056	-4.00917	0.2630221	YIL018W
3137	2.25e-02	1.37e-02	3.740728	-4.00947	0.3086925	YJL135W
3140	1.19e-02	6.65e-03	3.641574	-4.00991	0.1837898	YJL138C
168	1.19e-02	6.68e-03	3.638249	-4.01501	0.1249367	YBL060W
4424	1.20e-02	6.70e-03	3.635719	-4.0189	0.2982143	YMR015C
4648	1.20e-02	6.72e-03	3.634278	-4.02111	0.1445227	YMR228W
1504	1.21e-02	6.76e-03	-3.629371	-4.02864	-0.1419255	YDR531W
6230	1.21e-02	6.77e-03	3.629044	-4.02914	0.4466602	YPR202W
4992	1.21e-02	6.77e-03	-3.628242	-4.03038	-0.1355633	YNL239W
1825	1.21e-02	6.80e-03	-3.626078	-4.0337	-0.1471115	YFL018C
2809	1.21e-02	6.81e-03	-3.624657	-4.03588	-0.2254361	YIL028W
6048	1.22e-02	6.85e-03	3.620708	-4.04195	0.1973669	YPR022C
1685	1.23e-02	6.88e-03	3.617858	-4.04633	0.2585115	YER074W-A
2986	1.23e-02	6.90e-03	-3.615614	-4.04978	-0.2617635	YIR028W
1284	1.23e-02	6.93e-03	-3.612424	-4.05468	-0.1793584	YDR317W
1338	1.23e-02	6.93e-03	-3.612223	-4.05499	-0.1855994	YDR368W
5874	1.24e-02	6.98e-03	-3.607983	-4.06151	-0.1631475	YPL135W
6072	1.24e-02	6.98e-03	3.607192	-4.06273	0.1850889	YPR046W
4830	1.25e-02	7.01e-03	3.604947	-4.06618	0.1974672	YNL078W
1100	1.25e-02	7.01e-03	-3.60439	-4.06704	-0.3115968	YDR134C
1747	1.25e-02	7.02e-03	-3.603458	-4.06847	-0.1813296	YER133W
618	1.49e-02	8.55e-03	3.625999	-4.06998	0.1902187	YCR018C-A
3141	1.25e-02	7.04e-03	-3.601727	-4.07114	-0.1368439	YJL139C
3199	1.25e-02	7.06e-03	-3.599557	-4.07447	-0.293846	YJL196C
4352	1.26e-02	7.07e-03	3.598389	-4.07627	0.1867952	YML081W
2929	1.26e-02	7.10e-03	3.595866	-4.08016	0.2586427	YIL149C
2539	1.27e-02	7.13e-03	3.592516	-4.08531	0.1742299	YHL040C
506	1.27e-02	7.14e-03	-3.591917	-4.08623	-0.1256862	YBR274W
759	1.28e-02	7.21e-03	3.5852	-4.09658	0.1301469	YDL052C
4945	1.28e-02	7.22e-03	-3.584552	-4.09758	-0.2168164	YNL192W
777	1.28e-02	7.23e-03	3.5832	-4.09966	0.2235044	YDL070W
4768	1.28e-02	7.24e-03	3.581914	-4.10164	0.2027884	YNL016W
1543	1.28e-02	7.25e-03	-3.581113	-4.10287	-0.1843318	YEL023C
6227	1.28e-02	7.25e-03	-3.5811	-4.10289	-0.2984738	YPR199C
2781	1.29e-02	7.28e-03	-3.578452	-4.10697	-0.1397011	YIL002C
6174	1.29e-02	7.29e-03	-3.577674	-4.10817	-0.1661154	YPR146C
5322	1.29e-02	7.31e-03	3.576074	-4.11064	0.1954717	YOL148C
1691	1.29e-02	7.31e-03	-3.575583	-4.1114	-0.1719421	YER080W
2365	1.29e-02	7.33e-03	-3.574255	-4.11344	-0.1651954	YGR163W
3398	1.29e-02	7.33e-03	-3.573903	-4.11399	-0.1978036	YKL010C
4803	1.30e-02	7.34e-03	-3.572528	-4.1161	-0.1286897	YNL051W
3660	2.45e-02	1.50e-02	3.650077	-4.11614	0.2360091	YKR041W
6016	1.30e-02	7.36e-03	3.5711	-4.11831	0.1532921	YPL275W
2456	1.32e-02	7.45e-03	-3.562194	-4.13204	-0.3499923	YGR254W
1760	1.32e-02	7.47e-03	3.56094	-4.13398	0.3570057	YER146W
2709	1.32e-02	7.48e-03	-3.560046	-4.13536	-0.1526579	YHR150W
3664	1.32e-02	7.50e-03	3.55819	-4.13822	0.1713948	YKR045C
4546	1.32e-02	7.51e-03	3.557071	-4.13995	0.1532686	YMR134W
3655	1.32e-02	7.51e-03	3.556814	-4.14034	0.1490997	YKR036C
492	1.32e-02	7.52e-03	-3.556481	-4.14086	-0.1258912	YBR260C
2801	1.32e-02	7.52e-03	3.556284	-4.14116	0.200425	YIL020C
3951	1.34e-02	7.59e-03	-3.550186	-4.15057	-0.1629423	YLR156W
3196	1.35e-02	7.67e-03	3.542806	-4.16197	0.2338676	YJL193W
3874	1.60e-02	9.32e-03	-3.560865	-4.16349	-0.4036467	YLR081W
1698	1.35e-02	7.69e-03	3.541143	-4.16454	0.1711631	YER087C-B
4070	1.35e-02	7.69e-03	3.540707	-4.16521	0.1267244	YLR274W
5481	1.35e-02	7.71e-03	-3.539311	-4.16737	-0.1829742	YOR138C
2300	1.36e-02	7.73e-03	3.537232	-4.17058	0.1399884	YGR099W
3195	1.36e-02	7.73e-03	3.537078	-4.17082	0.1464296	YJL192C
2129	1.36e-02	7.74e-03	-3.536044	-4.17242	-0.1545762	YGL193C
5301	1.36e-02	7.75e-03	3.535809	-4.17278	0.4130683	YOL127W
4943	1.36e-02	7.76e-03	3.534557	-4.17471	0.2128673	YNL190W
1598	1.37e-02	7.79e-03	3.532226	-4.17831	0.4564716	YEL076C
74	1.37e-02	7.79e-03	3.531604	-4.17928	0.1208854	YAR002W
3091	1.37e-02	7.80e-03	3.530976	-4.18025	0.248056	YJL088W
1596	1.37e-02	7.81e-03	3.529721	-4.18219	0.3930505	YEL075C
772	1.37e-02	7.82e-03	3.52902	-4.18327	0.2671509	YDL065C
10	1.37e-02	7.83e-03	3.528703	-4.18376	0.1373668	YAL011W
1040	1.37e-02	7.83e-03	3.528266	-4.18444	0.1595579	YDR075W
1194	1.37e-02	7.85e-03	3.526883	-4.18657	0.1307297	YDR227W
2193	1.40e-02	7.99e-03	3.514612	-4.20555	0.2356889	YGL256W
892	1.40e-02	8.00e-03	-3.513857	-4.20672	-0.1742951	YDL180W
5329	1.67e-02	9.72e-03	-3.529654	-4.20847	-0.324397	YOL155C
1611	1.40e-02	8.02e-03	-3.511964	-4.20965	-0.1292291	YER010C
4318	1.41e-02	8.05e-03	-3.509696	-4.21316	-0.2031423	YML050W
5797	1.41e-02	8.07e-03	3.507333	-4.21682	0.2866018	YPL058C
287	1.43e-02	8.16e-03	-3.499675	-4.22868	-0.2096061	YBR062C
2234	1.43e-02	8.20e-03	3.496651	-4.23336	0.1518371	YGR033C
3448	1.43e-02	8.21e-03	3.49591	-4.23451	0.1569211	YKL057C
1517	1.44e-02	8.23e-03	3.494368	-4.2369	0.2584161	YDR544C
5206	1.44e-02	8.23e-03	-3.494345	-4.23693	-0.1243897	YOL034W
4264	1.44e-02	8.23e-03	3.493993	-4.23748	0.4507939	YLR464W
5304	1.44e-02	8.23e-03	3.493877	-4.23766	0.2134376	YOL130W
621	1.44e-02	8.27e-03	3.491283	-4.24168	0.1930892	YCR020C-A
3963	1.44e-02	8.27e-03	-3.491035	-4.24206	-0.1800364	YLR168C
805	1.45e-02	8.30e-03	-3.488416	-4.24612	-0.1276411	YDL097C
4592	1.45e-02	8.32e-03	-3.486637	-4.24888	-0.6726258	YMR174C
5252	2.72e-02	1.69e-02	-3.538492	-4.24913	-0.3005903	YOL079W
2673	1.45e-02	8.34e-03	3.485312	-4.25093	0.1319346	YHR117W
3210	1.46e-02	8.36e-03	3.483382	-4.25392	0.1648626	YJL207C
4568	1.47e-02	8.43e-03	-3.477781	-4.26261	-0.1349369	YMR154C
4641	1.47e-02	8.45e-03	3.476021	-4.26534	0.1890517	YMR221C
3990	1.47e-02	8.47e-03	3.474604	-4.26754	0.1382565	YLR195C
854	1.48e-02	8.50e-03	3.472447	-4.27088	0.1765233	YDL143W
1075	1.48e-02	8.50e-03	-3.471941	-4.27167	-0.174384	YDR109C
3680	1.49e-02	8.55e-03	3.468467	-4.27706	0.1974161	YKR061W
4895	1.49e-02	8.56e-03	3.467208	-4.27901	0.3507002	YNL143C
3452	1.49e-02	8.57e-03	-3.466683	-4.27982	-0.1611352	YKL061W
2203	1.49e-02	8.60e-03	-3.464412	-4.28335	-0.1188093	YGR002C
2478	1.49e-02	8.60e-03	3.463938	-4.28408	0.290818	YGR275W
2175	1.50e-02	8.62e-03	3.462428	-4.28643	0.137294	YGL238W
559	1.50e-02	8.67e-03	3.458911	-4.29189	0.278812	YCL029C
784	1.50e-02	8.67e-03	-3.458435	-4.29263	-0.1462356	YDL077C
5990	1.51e-02	8.70e-03	3.456055	-4.29632	0.439882	YPL249C-A
3204	1.51e-02	8.70e-03	3.456042	-4.29634	0.1740756	YJL201W
6057	1.51e-02	8.71e-03	3.455299	-4.2975	0.1501651	YPR031W
3178	2.84e-02	1.76e-02	3.497711	-4.2982	0.2285025	YJL175W
4213	1.52e-02	8.76e-03	-3.451273	-4.30375	-0.2430937	YLR414C
2269	1.52e-02	8.76e-03	3.451201	-4.30386	0.1466629	YGR068C
2217	1.52e-02	8.79e-03	-3.449241	-4.3069	-0.1380046	YGR016W
1833	1.53e-02	8.84e-03	3.445651	-4.31248	0.1645416	YFL026W
4934	1.53e-02	8.85e-03	3.444796	-4.31381	0.1421278	YNL181W
848	1.53e-02	8.86e-03	-3.443862	-4.31526	-0.1608571	YDL137W
1271	1.54e-02	8.89e-03	-3.441859	-4.31837	-0.1297972	YDR304C
2555	1.55e-02	8.99e-03	3.434134	-4.33038	0.1762731	YHR005C
3135	1.56e-02	9.01e-03	3.432116	-4.33352	0.1377399	YJL133W
3142	1.56e-02	9.04e-03	3.430297	-4.33635	0.1999459	YJL140W
6224	1.56e-02	9.04e-03	3.430291	-4.33636	0.2568466	YPR196W
3722	1.57e-02	9.07e-03	3.427623	-4.34051	0.1653332	YKR103W
3845	1.57e-02	9.11e-03	3.424972	-4.34463	0.1848704	YLR052W
6130	1.58e-02	9.13e-03	-3.423032	-4.34765	-0.1536767	YPR103W
3625	1.59e-02	9.19e-03	3.419131	-4.35372	0.3254878	YKR007W
4462	1.59e-02	9.20e-03	-3.418255	-4.35508	-0.2022908	YMR054W
4880	1.59e-02	9.23e-03	-3.416144	-4.35837	-0.2484323	YNL128W
3363	1.59e-02	9.23e-03	-3.416081	-4.35846	-0.144625	YJR138W
4560	1.59e-02	9.25e-03	-3.41487	-4.36035	-0.198873	YMR147W
266	1.60e-02	9.28e-03	3.41212	-4.36463	0.1547347	YBR042C
5942	1.60e-02	9.28e-03	3.412025	-4.36478	0.1342337	YPL202C
4279	1.61e-02	9.33e-03	3.408958	-4.36955	0.1752416	YML009W-B
5598	1.63e-02	9.45e-03	3.399754	-4.38389	0.2406171	YOR257W
2842	1.64e-02	9.52e-03	-3.395209	-4.39097	-0.2545548	YIL061C
1328	1.64e-02	9.52e-03	-3.394976	-4.39133	-0.1619348	YDR359C
1387	1.64e-02	9.55e-03	-3.393166	-4.39415	-0.1474896	YDR415C
