ID	adj.P.Val	P.Value	t	B	logFC	ORF
134	9.12e-07	5.52e-08	19.429928	8.86534	1.3009209	YBL028C
4154	9.12e-07	5.53e-08	-19.425255	8.86328	-0.8697836	YLR356W
5659	9.15e-07	5.57e-08	19.408121	8.85573	1.8092707	YOR315W
5661	9.15e-07	5.58e-08	-19.403534	8.85371	-0.8773738	YOR317W
2558	9.20e-07	5.63e-08	19.382834	8.84457	0.8688375	YHR007C
5181	9.27e-07	5.69e-08	19.356321	8.83286	1.0099818	YOL010W
2571	9.37e-07	5.78e-08	19.316818	8.81537	0.8100026	YHR020W
61	9.37e-07	5.78e-08	-19.315888	8.81496	-1.0218298	YAL060W
5947	9.39e-07	5.82e-08	19.29938	8.80765	0.7649419	YPL207W
2035	9.39e-07	5.83e-08	19.295071	8.80573	0.7756246	YGL099W
27	9.39e-07	5.85e-08	-19.284899	8.80122	-0.8722558	YAL028W
1683	9.39e-07	5.86e-08	19.282719	8.80025	1.006373	YER073W
3283	9.60e-07	6.03e-08	-19.212926	8.76922	-0.9633668	YJR059W
4812	9.60e-07	6.03e-08	19.210283	8.76804	1.3323442	YNL061W
2486	9.60e-07	6.04e-08	19.208367	8.76719	1.1819894	YGR283C
5730	9.64e-07	6.08e-08	-19.190873	8.75939	-0.9680011	YOR386W
4543	9.64e-07	6.12e-08	19.174669	8.75216	1.1762922	YMR131C
1802	9.64e-07	6.13e-08	-19.16978	8.74998	-0.91441	YER188W
4125	9.64e-07	6.14e-08	-19.166854	8.74867	-1.315437	YLR327C
4903	9.64e-07	6.14e-08	19.165584	8.74811	0.8278558	YNL151C
2510	9.65e-07	6.17e-08	19.154022	8.74294	0.7679576	YHL011C
4200	9.67e-07	6.20e-08	19.141346	8.73728	0.9958583	YLR401C
2636	9.67e-07	6.22e-08	-19.135853	8.73482	-0.829641	YHR080C
4862	9.71e-07	6.26e-08	19.117763	8.72673	1.5708962	YNL110C
2209	9.71e-07	6.27e-08	-19.114177	8.72512	-2.5560683	YGR008C
1049	9.88e-07	6.40e-08	19.065033	8.70309	1.0677628	YDR083W
1051	1.03e-06	6.66e-08	-18.967145	8.65903	-0.7558847	YDR085C
3229	1.03e-06	6.71e-08	18.950728	8.65162	0.8409837	YJR002W
3012	1.04e-06	6.79e-08	18.921973	8.63863	0.9207656	YJL010C
5504	1.04e-06	6.80e-08	-18.915914	8.63589	-1.7632879	YOR161C
2220	1.05e-06	6.88e-08	-18.889292	8.62383	-1.0040534	YGR019W
5926	1.05e-06	6.91e-08	-18.879664	8.61947	-1.5831359	YPL186C
4691	1.07e-06	7.11e-08	-18.811173	8.58836	-1.0764176	YMR271C
2451	1.07e-06	7.11e-08	-18.811056	8.58831	-1.8823071	YGR249W
2755	1.07e-06	7.11e-08	18.808666	8.58722	0.876226	YHR196W
5327	1.08e-06	7.18e-08	-18.784898	8.5764	-1.9376789	YOL153C
1602	1.08e-06	7.24e-08	18.765893	8.56774	0.9365202	YER002W
1529	1.08e-06	7.24e-08	-18.765143	8.5674	-1.7432617	YEL011W
2904	1.09e-06	7.30e-08	-18.747453	8.55932	-0.8272292	YIL124W
2754	1.09e-06	7.33e-08	-18.737238	8.55466	-0.9789094	YHR195W
2473	1.09e-06	7.33e-08	18.736406	8.55428	1.2510148	YGR271C-A
2860	1.09e-06	7.36e-08	18.725276	8.5492	0.8381519	YIL079C
2330	1.09e-06	7.38e-08	18.720776	8.54714	1.145512	YGR128C
1025	1.09e-06	7.41e-08	18.710686	8.54252	1.2326308	YDR060W
280	1.12e-06	7.61e-08	-18.645844	8.51281	-0.9777299	YBR056W
2694	1.13e-06	7.72e-08	-18.610389	8.49652	-1.047575	YHR137W
3903	1.13e-06	7.74e-08	-18.606692	8.49482	-1.1030339	YLR109W
5421	1.13e-06	7.76e-08	18.599384	8.49146	0.7660362	YOR078W
1127	1.13e-06	7.79e-08	18.589499	8.48691	0.7562696	YDR161W
6007	1.13e-06	7.79e-08	18.589029	8.4867	0.9468575	YPL266W
3514	1.14e-06	7.86e-08	-18.568493	8.47724	-0.6435961	YKL121W
4748	1.15e-06	7.95e-08	-18.542591	8.46529	-1.3145652	YMR322C
3562	1.15e-06	7.98e-08	-18.532453	8.46061	-0.668252	YKL168C
1330	1.15e-06	8.02e-08	18.520283	8.45499	0.6796019	YDR361C
1841	1.16e-06	8.07e-08	18.504667	8.44777	1.044394	YFL034C-A
2708	1.17e-06	8.19e-08	18.471854	8.43258	0.7876328	YHR149C
1171	1.21e-06	8.52e-08	-18.377952	8.38896	-0.6916711	YDR204W
2891	1.22e-06	8.59e-08	-18.358403	8.37986	-1.0893151	YIL111W
5970	1.22e-06	8.60e-08	-18.354444	8.37801	-1.9514392	YPL230W
5148	1.24e-06	8.73e-08	18.319607	8.36175	1.1265427	YNR054C
5705	1.24e-06	8.76e-08	18.312303	8.35834	0.6341373	YOR361C
2800	1.59e-06	1.22e-07	21.676892	8.35667	1.3394166	YIL019W
2574	1.28e-06	9.10e-08	-18.222814	8.31642	-0.8165572	YHR022C
1401	1.29e-06	9.16e-08	18.208018	8.30947	0.6741933	YDR429C
6139	1.65e-06	1.28e-07	21.527288	8.30464	1.4040322	YPR112C
5943	1.30e-06	9.27e-08	-18.180574	8.29656	-0.9390351	YPL203W
981	1.30e-06	9.32e-08	-18.166773	8.29006	-1.6398558	YDR018C
3157	1.35e-06	9.65e-08	-18.086311	8.25207	-0.7062879	YJL155C
3073	1.37e-06	9.83e-08	-18.043744	8.23191	-0.7801334	YJL070C
2475	1.37e-06	9.89e-08	18.029925	8.22536	1.2706163	YGR272C
5563	1.39e-06	1.01e-07	-17.989816	8.2063	-0.9335272	YOR220W
271	1.39e-06	1.01e-07	-17.988643	8.20574	-0.8526067	YBR047W
3856	1.39e-06	1.01e-07	17.987033	8.20498	1.0374971	YLR063W
2457	1.39e-06	1.01e-07	-17.974716	8.19911	-0.6925059	YGR255C
5147	1.41e-06	1.03e-07	17.942834	8.18392	1.2452718	YNR053C
3168	1.41e-06	1.03e-07	-17.939789	8.18247	-0.736826	YJL165C
1995	1.43e-06	1.05e-07	-17.89588	8.1615	-0.7298085	YGL059W
6004	1.43e-06	1.05e-07	17.892463	8.15987	0.6886267	YPL263C
3554	1.44e-06	1.06e-07	-17.861805	8.1452	-0.9189025	YKL162C
1575	1.44e-06	1.07e-07	17.851473	8.14025	0.7518028	YEL055C
3265	1.44e-06	1.07e-07	17.849086	8.1391	0.7443596	YJR041C
2644	1.44e-06	1.07e-07	17.843855	8.13659	0.9417253	YHR088W
121	1.44e-06	1.07e-07	-17.841127	8.13529	-1.1135629	YBL015W
2342	1.44e-06	1.07e-07	17.838732	8.13414	0.8833686	YGR140W
3717	1.46e-06	1.09e-07	-17.809208	8.11996	-0.648979	YKR098C
6172	1.49e-06	1.12e-07	17.74979	8.09137	1.1151829	YPR144C
549	1.49e-06	1.12e-07	-17.745165	8.08914	-0.862445	YCL018W
380	1.51e-06	1.14e-07	-17.709094	8.07173	-0.6305845	YBR151W
3671	1.52e-06	1.15e-07	-17.685929	8.06053	-0.6947213	YKR052C
3230	1.53e-06	1.15e-07	17.677628	8.05652	0.857667	YJR003C
3353	1.53e-06	1.16e-07	17.658545	8.04728	0.7251052	YJR129C
4710	1.53e-06	1.16e-07	17.657891	8.04696	0.7710796	YMR290C
3007	1.53e-06	1.16e-07	-17.653665	8.04491	-0.6762338	YJL005W
2702	1.54e-06	1.17e-07	17.639203	8.0379	0.8365356	YHR143W-A
4593	1.56e-06	1.19e-07	-17.608037	8.02277	-3.2659684	YMR175W
3718	1.58e-06	1.21e-07	17.572539	8.00551	0.6506095	YKR099W
5479	1.58e-06	1.21e-07	-17.562145	8.00045	-0.7962702	YOR136W
6191	1.59e-06	1.22e-07	17.541792	7.99053	0.723454	YPR163C
2447	1.60e-06	1.24e-07	17.520644	7.98021	1.0046091	YGR245C
4960	1.60e-06	1.24e-07	17.516105	7.97799	0.6578886	YNL207W
84	1.68e-06	1.31e-07	-17.392758	7.91754	-0.6109376	YAR027W
5101	1.68e-06	1.31e-07	17.38787	7.91514	0.7124424	YNR009W
5001	1.69e-06	1.32e-07	17.369059	7.90588	1.086042	YNL248C
921	1.72e-06	1.34e-07	17.330189	7.88672	1.2317748	YDL208W
3517	1.75e-06	1.38e-07	-17.278901	7.86137	-0.6222556	YKL124W
3760	1.75e-06	1.38e-07	17.275858	7.85986	1.1047855	YLL034C
3112	1.76e-06	1.39e-07	17.259719	7.85187	1.0224215	YJL109C
3981	1.77e-06	1.40e-07	17.242791	7.84348	0.8659048	YLR186W
3663	1.77e-06	1.40e-07	17.233817	7.83902	0.7699841	YKR044W
444	1.79e-06	1.42e-07	-17.207259	7.82583	-1.3064116	YBR214W
2427	1.80e-06	1.43e-07	-17.190695	7.8176	-0.8744817	YGR225W
3458	1.83e-06	1.46e-07	-17.150664	7.79766	-0.7459721	YKL067W
3556	1.84e-06	1.47e-07	-17.134606	7.78965	-1.5911727	YKL163W
5394	1.84e-06	1.47e-07	17.131879	7.78829	0.6305114	YOR051C
4565	1.84e-06	1.47e-07	-17.126512	7.78561	-0.6701537	YMR152W
2084	1.86e-06	1.50e-07	17.092624	7.76867	0.6160979	YGL148W
604	1.87e-06	1.50e-07	-17.084642	7.76468	-0.683335	YCR005C
830	1.87e-06	1.51e-07	17.079767	7.76224	0.6565603	YDL121C
3418	1.87e-06	1.51e-07	17.072726	7.75871	0.69636	YKL029C
2814	1.87e-06	1.52e-07	-17.064781	7.75473	-0.754352	YIL033C
277	1.90e-06	1.54e-07	-17.028189	7.73638	-0.9120828	YBR053C
1690	1.91e-06	1.55e-07	-17.011347	7.72792	-1.3403113	YER079W
4681	1.91e-06	1.56e-07	-17.004092	7.72427	-0.7947096	YMR261C
1663	1.91e-06	1.56e-07	16.994739	7.71956	1.0124022	YER056C
5405	1.98e-06	1.62e-07	-16.914108	7.6789	-0.7961039	YOR062C
4380	1.98e-06	1.63e-07	16.91001	7.67683	0.6341211	YML106W
4915	2.55e-06	2.31e-07	19.752073	7.65665	1.4172744	YNL162W-A
512	2.03e-06	1.67e-07	-16.854541	7.64874	-0.9735155	YBR280C
6165	2.04e-06	1.68e-07	16.840403	7.64157	0.8784423	YPR137W
503	2.06e-06	1.70e-07	16.817386	7.62987	0.649774	YBR271W
4400	2.06e-06	1.70e-07	16.808513	7.62536	0.6382061	YML125C
881	2.12e-06	1.76e-07	-16.744854	7.59293	-0.9041791	YDL169C
1299	2.14e-06	1.77e-07	-16.721463	7.58098	-0.6029187	YDR330W
2164	2.14e-06	1.79e-07	-16.707428	7.5738	-0.8063892	YGL227W
1503	2.15e-06	1.80e-07	-16.692156	7.56598	-0.6363494	YDR530C
258	2.15e-06	1.80e-07	16.68944	7.56459	0.893018	YBR034C
4398	2.18e-06	1.83e-07	16.65773	7.54834	1.1250632	YML123C
1351	2.20e-06	1.85e-07	-16.636167	7.53727	-0.8197556	YDR380W
1788	2.21e-06	1.86e-07	-16.619356	7.52863	-0.6327793	YER175C
3873	2.22e-06	1.87e-07	-16.607794	7.52268	-0.7950306	YLR080W
4659	2.22e-06	1.87e-07	16.606156	7.52183	0.7098829	YMR239C
4777	2.24e-06	1.90e-07	-16.573831	7.50518	-0.5708825	YNL025C
4009	2.24e-06	1.90e-07	16.5715	7.50398	1.1390451	YLR214W
185	2.24e-06	1.91e-07	16.565669	7.50097	0.6424989	YBL076C
5271	2.25e-06	1.92e-07	16.557113	7.49656	0.593482	YOL097C
4269	2.27e-06	1.94e-07	-16.534403	7.48483	-0.660386	YML002W
6014	2.27e-06	1.94e-07	16.528828	7.48195	0.5871271	YPL273W
779	2.27e-06	1.95e-07	-16.519657	7.4772	-0.6683791	YDL072C
1067	2.29e-06	1.97e-07	16.501835	7.46798	1.1036202	YDR101C
5567	2.30e-06	1.98e-07	16.486556	7.46006	0.859293	YOR224C
1568	2.30e-06	1.99e-07	16.475202	7.45418	0.7504614	YEL048C
6146	2.30e-06	1.99e-07	16.475044	7.4541	0.7445879	YPR119W
1669	2.31e-06	2.00e-07	16.461301	7.44697	0.9260834	YER060W-A
5848	2.31e-06	2.01e-07	-16.458075	7.44529	-0.6997647	YPL109C
2596	2.32e-06	2.01e-07	-16.451061	7.44165	-0.6161427	YHR043C
3013	2.32e-06	2.02e-07	16.445071	7.43854	0.7390944	YJL011C
184	2.33e-06	2.04e-07	-16.426615	7.42894	-0.6211015	YBL075C
1183	2.34e-06	2.05e-07	-16.414068	7.42241	-0.8550451	YDR216W
3487	2.35e-06	2.06e-07	-16.401154	7.41569	-1.3652494	YKL096W
1636	2.37e-06	2.08e-07	-16.383515	7.4065	-0.6530929	YER033C
3866	2.38e-06	2.09e-07	16.37047	7.39969	0.979744	YLR073C
1837	2.38e-06	2.10e-07	-16.364483	7.39656	-1.0093705	YFL030W
3260	2.41e-06	2.12e-07	-16.336948	7.38218	-0.7315539	YJR036C
2938	2.41e-06	2.13e-07	16.332498	7.37985	1.0419922	YIL158W
3916	2.44e-06	2.16e-07	16.299684	7.36267	0.6505206	YLR122C
169	2.45e-06	2.17e-07	16.29019	7.35769	0.5734709	YBL061C
2351	2.47e-06	2.19e-07	-16.268881	7.34651	-0.8191378	YGR149W
1243	2.47e-06	2.21e-07	-16.255957	7.33972	-0.9326445	YDR276C
5903	2.47e-06	2.21e-07	-16.249599	7.33638	-0.5557116	YPL164C
6142	2.47e-06	2.22e-07	-16.246469	7.33474	-0.5934934	YPR115W
2040	2.47e-06	2.22e-07	-16.246109	7.33455	-0.9775051	YGL104C
432	2.51e-06	2.26e-07	16.211915	7.31655	0.6863586	YBR202W
1214	2.53e-06	2.28e-07	-16.190953	7.3055	-0.790522	YDR247W
2969	2.54e-06	2.29e-07	16.175372	7.29727	0.6432674	YIR012W
2047	2.55e-06	2.31e-07	16.165368	7.29199	0.694342	YGL111W
1088	2.56e-06	2.32e-07	-16.154047	7.28601	-0.5871871	YDR122W
2488	2.56e-06	2.33e-07	16.145763	7.28163	0.6411882	YGR285C
6021	2.57e-06	2.34e-07	-16.137453	7.27723	-1.1491794	YPL280W
16	2.58e-06	2.36e-07	-16.12125	7.26865	-0.804722	YAL017W
2376	2.60e-06	2.38e-07	-16.101337	7.2581	-0.742903	YGR174C
2997	2.63e-06	2.41e-07	-16.075331	7.24429	-1.0787363	YIR039C
5529	2.63e-06	2.41e-07	-16.068991	7.24092	-1.0196482	YOR186W
310	2.63e-06	2.42e-07	16.063388	7.23794	0.7803623	YBR084W
1464	2.64e-06	2.43e-07	16.054772	7.23336	0.8425798	YDR492W
5058	2.70e-06	2.49e-07	-16.003148	7.20586	-0.8487296	YNL305C
1462	2.70e-06	2.50e-07	-15.998404	7.20333	-0.6818675	YDR490C
3642	2.72e-06	2.52e-07	15.979888	7.19344	0.8655717	YKR024C
1662	2.72e-06	2.52e-07	15.977968	7.19242	0.7793761	YER055C
3388	2.74e-06	2.55e-07	15.957649	7.18155	0.7199586	YKL001C
3946	2.79e-06	2.60e-07	-15.917542	7.16007	-0.7444895	YLR151C
4052	2.79e-06	2.61e-07	-15.910637	7.15637	-0.7339253	YLR257W
1273	2.82e-06	2.64e-07	-15.882007	7.14099	-0.6571031	YDR306C
6179	2.82e-06	2.64e-07	-15.881556	7.14075	-1.015977	YPR151C
4852	2.87e-06	2.70e-07	-15.841294	7.11908	-0.59279	YNL100W
1559	2.88e-06	2.70e-07	-15.835939	7.11619	-2.334601	YEL039C
124	2.89e-06	2.72e-07	15.826001	7.11084	0.7958261	YBL018C
2453	2.89e-06	2.73e-07	15.817252	7.10612	0.6361281	YGR251W
3824	2.90e-06	2.74e-07	-15.806944	7.10055	-0.8018795	YLR031W
4871	2.92e-06	2.76e-07	15.791681	7.09231	0.8543852	YNL119W
2364	2.92e-06	2.77e-07	15.784882	7.08863	0.75054	YGR162W
592	2.92e-06	2.78e-07	-15.782354	7.08726	-0.6008913	YCL064C
2653	2.92e-06	2.78e-07	-15.778782	7.08533	-1.1998385	YHR097C
3733	2.93e-06	2.79e-07	15.769214	7.08015	1.3035132	YLL008W
4603	2.93e-06	2.80e-07	15.767956	7.07947	0.9598471	YMR185W
3930	2.93e-06	2.80e-07	-15.763344	7.07698	-0.7449445	YLR136C
1023	2.97e-06	2.84e-07	-15.732618	7.06033	-0.6341123	YDR058C
3609	2.97e-06	2.85e-07	15.72528	7.05634	0.8788629	YKL216W
6223	3.87e-06	4.00e-07	18.224496	7.04895	0.7663196	YPR195C
2402	3.04e-06	2.92e-07	15.677551	7.03041	0.7570417	YGR200C
5399	3.05e-06	2.94e-07	15.664764	7.02344	0.7941263	YOR056C
383	3.06e-06	2.96e-07	15.654681	7.01795	0.7467827	YBR154C
1004	3.06e-06	2.96e-07	-15.648306	7.01447	-0.8450041	YDR039C
2056	3.10e-06	3.01e-07	15.619776	6.9989	0.7115483	YGL120C
3020	3.11e-06	3.02e-07	-15.609063	6.99305	-0.8334046	YJL017W
5194	3.12e-06	3.03e-07	15.602503	6.98946	0.6644989	YOL022C
1957	3.13e-06	3.05e-07	15.592043	6.98374	0.5909822	YGL021W
5451	3.13e-06	3.06e-07	15.583112	6.97885	0.9560466	YOR108W
3247	3.13e-06	3.07e-07	-15.578968	6.97658	-0.5823653	YJR019C
4980	3.13e-06	3.07e-07	15.577737	6.97591	0.8866266	YNL227C
4171	3.16e-06	3.10e-07	15.555129	6.96352	0.9492582	YLR372W
3685	3.25e-06	3.20e-07	-15.49706	6.93162	-0.7597258	YKR066C
5000	3.27e-06	3.22e-07	15.481856	6.92324	0.6542274	YNL247W
3453	3.29e-06	3.25e-07	-15.46359	6.91317	-1.6486692	YKL062W
2166	3.33e-06	3.29e-07	-15.436859	6.89842	-0.6529391	YGL229C
1378	3.33e-06	3.29e-07	-15.436206	6.89806	-1.1463876	YDR406W
914	3.38e-06	3.36e-07	15.396984	6.87636	0.6015066	YDL201W
4553	3.38e-06	3.36e-07	-15.394767	6.87513	-0.652572	YMR140W
2413	3.38e-06	3.37e-07	15.393046	6.87418	0.7469651	YGR211W
2466	3.38e-06	3.37e-07	15.390655	6.87285	0.6612332	YGR264C
2789	3.41e-06	3.40e-07	15.371188	6.86206	0.6518538	YIL009W
5963	3.45e-06	3.45e-07	-15.3443	6.84713	-2.2975528	YPL223C
3850	3.45e-06	3.46e-07	15.338807	6.84408	0.5290009	YLR057W
5885	3.45e-06	3.47e-07	15.333698	6.84124	0.9411615	YPL146C
3662	3.53e-06	3.55e-07	15.284975	6.8141	0.6091473	YKR043C
269	3.58e-06	3.61e-07	-15.254935	6.79733	-0.5940414	YBR045C
1942	3.59e-06	3.62e-07	-15.246283	6.7925	-0.7434638	YGL006W
3160	3.59e-06	3.63e-07	15.242712	6.7905	0.9576454	YJL157C
1010	3.61e-06	3.65e-07	15.229734	6.78324	0.5557472	YDR045C
3585	3.62e-06	3.67e-07	15.22214	6.77899	0.7350202	YKL191W
501	3.64e-06	3.70e-07	-15.204311	6.769	-0.661186	YBR269C
81	3.64e-06	3.71e-07	-15.198154	6.76554	-0.5400297	YAR019C
6118	3.64e-06	3.71e-07	-15.198076	6.7655	-0.6778222	YPR091C
2757	3.68e-06	3.75e-07	-15.177073	6.75371	-0.5611483	YHR198C
2291	3.69e-06	3.78e-07	15.163823	6.74627	0.572011	YGR090W
4324	3.71e-06	3.80e-07	15.154024	6.74076	0.8746256	YML056C
767	3.76e-06	3.86e-07	15.124199	6.72397	0.9894982	YDL060W
4586	3.77e-06	3.88e-07	-15.112986	6.71765	-0.7344088	YMR170C
2568	3.83e-06	3.94e-07	-15.081682	6.69998	-0.6199815	YHR017W
2911	3.87e-06	3.99e-07	15.056952	6.686	0.5834002	YIL131C
737	3.87e-06	4.00e-07	15.052853	6.68368	0.8969868	YDL031W
2730	3.90e-06	4.04e-07	-15.030622	6.67109	-0.7500746	YHR171W
5977	3.90e-06	4.05e-07	15.02949	6.67044	0.5364951	YPL237W
4877	3.90e-06	4.05e-07	-15.025921	6.66842	-0.771807	YNL125C
3516	3.91e-06	4.07e-07	-15.018426	6.66417	-0.5818811	YKL123W
3996	3.95e-06	4.12e-07	-14.994849	6.65078	-0.665397	YLR201C
1710	3.95e-06	4.13e-07	-14.991085	6.64865	-0.8751806	YER096W
3549	3.96e-06	4.15e-07	14.982176	6.64358	1.0447258	YKL156W
633	4.02e-06	4.22e-07	-14.948373	6.62434	-0.5673656	YCR030C
4425	4.03e-06	4.23e-07	14.94304	6.6213	0.8206984	YMR016C
442	4.13e-06	4.35e-07	-14.890298	6.59119	-0.5532648	YBR212W
4863	4.22e-06	4.45e-07	14.845255	6.56538	0.8341844	YNL111C
5936	4.22e-06	4.46e-07	-14.840855	6.56286	-0.6013635	YPL196W
5362	4.22e-06	4.46e-07	-14.839378	6.56201	-0.621275	YOR019W
5	4.23e-06	4.48e-07	-14.830782	6.55708	-0.9794701	YAL005C
4763	4.24e-06	4.50e-07	-14.82357	6.55294	-0.5452815	YNL011C
1655	4.25e-06	4.51e-07	14.818895	6.55025	0.8061724	YER049W
1546	4.26e-06	4.53e-07	14.809658	6.54494	0.9488306	YEL026W
4995	4.28e-06	4.57e-07	-14.795951	6.53706	-0.5276056	YNL242W
5477	4.28e-06	4.57e-07	-14.792553	6.5351	-1.6198171	YOR134W
4865	4.30e-06	4.60e-07	14.780476	6.52815	1.0917754	YNL113W
3668	4.32e-06	4.63e-07	-14.769323	6.52172	-1.1954522	YKR049C
4917	4.32e-06	4.63e-07	14.768168	6.52105	0.5685116	YNL164C
4014	4.33e-06	4.66e-07	-14.758682	6.51558	-0.5992981	YLR219W
857	4.34e-06	4.67e-07	-14.750751	6.51101	-0.7405169	YDL146W
2436	4.36e-06	4.71e-07	14.737262	6.50322	0.8103972	YGR234W
5681	4.36e-06	4.72e-07	14.732115	6.50025	0.6633562	YOR337W
308	4.36e-06	4.73e-07	14.730334	6.49922	0.6647411	YBR083W
758	4.36e-06	4.73e-07	14.729465	6.49871	0.8211819	YDL051W
3901	4.36e-06	4.73e-07	-14.729036	6.49847	-0.7050216	YLR107W
725	4.38e-06	4.76e-07	-14.716712	6.49134	-0.6388944	YDL019C
5832	4.38e-06	4.77e-07	14.714143	6.48985	1.4098186	YPL093W
2551	4.40e-06	4.79e-07	-14.7036	6.48375	-0.6567105	YHR001W-A
786	4.40e-06	4.80e-07	-14.698441	6.48077	-0.9321344	YDL079C
3583	4.41e-06	4.82e-07	-14.692436	6.47729	-0.5266079	YKL189W
3900	4.42e-06	4.84e-07	14.684809	6.47287	0.8136841	YLR106C
3476	4.43e-06	4.86e-07	-14.676439	6.46802	-0.7458206	YKL085W
5656	4.46e-06	4.90e-07	14.660801	6.45894	0.7709174	YOR313C
5922	4.48e-06	4.93e-07	14.649797	6.45255	0.8201075	YPL183C
2971	4.50e-06	4.96e-07	-14.63636	6.44474	-0.649098	YIR014W
4747	4.57e-06	5.05e-07	14.603227	6.42546	0.5900327	YMR321C
390	4.59e-06	5.08e-07	-14.593812	6.41997	-0.5204295	YBR161W
1066	4.62e-06	5.11e-07	-14.580549	6.41223	-0.7884928	YDR100W
4350	4.63e-06	5.13e-07	14.573183	6.40793	0.7024635	YML080W
861	4.64e-06	5.15e-07	14.564558	6.40289	0.5984375	YDL150W
3767	4.70e-06	5.23e-07	-14.537064	6.38682	-0.6267967	YLL041C
5270	4.70e-06	5.24e-07	-14.534969	6.38559	-0.6584823	YOL096C
919	4.70e-06	5.24e-07	-14.532939	6.3844	-0.9611433	YDL206W
6091	4.70e-06	5.26e-07	14.527426	6.38118	0.6394088	YPR065W
5952	4.73e-06	5.30e-07	14.51273	6.37257	0.7573111	YPL212C
149	4.73e-06	5.30e-07	14.510721	6.37139	0.5400867	YBL042C
4817	4.82e-06	5.41e-07	14.473811	6.34972	0.7610541	YNL066W
2288	4.82e-06	5.43e-07	-14.467903	6.34625	-0.9745211	YGR087C
2267	4.85e-06	5.46e-07	-14.455152	6.33875	-1.3590163	YGR066C
995	4.85e-06	5.48e-07	-14.449945	6.33569	-0.6960676	YDR032C
3974	4.85e-06	5.48e-07	14.447764	6.3344	0.5459058	YLR179C
4661	4.85e-06	5.49e-07	14.44688	6.33388	0.6198485	YMR241W
2144	4.86e-06	5.51e-07	-14.43852	6.32896	-0.5588549	YGL208W
1169	4.94e-06	5.61e-07	-14.405571	6.30953	-0.5629106	YDR202C
2845	5.04e-06	5.74e-07	14.362658	6.28416	0.770434	YIL064W
2907	5.04e-06	5.74e-07	14.361871	6.28369	1.1188764	YIL127C
321	5.07e-06	5.78e-07	14.349337	6.27627	0.8034817	YBR093C
3321	6.46e-06	8.07e-07	16.442556	6.27102	1.0091918	YJR097W
5793	5.14e-06	5.87e-07	-14.319911	6.25882	-0.7592763	YPL054W
5364	5.16e-06	5.90e-07	14.311227	6.25366	0.5933524	YOR021C
357	5.20e-06	5.95e-07	-14.294381	6.24365	-0.5724313	YBR128C
4311	5.20e-06	5.97e-07	-14.290142	6.24113	-0.5812048	YML042W
886	5.22e-06	6.00e-07	-14.279826	6.23499	-0.7006292	YDL174C
5575	5.26e-06	6.05e-07	14.263456	6.22524	0.6285353	YOR233W
5261	5.26e-06	6.06e-07	-14.260785	6.22365	-0.6289759	YOL087C
4686	5.28e-06	6.10e-07	14.249387	6.21685	0.9284192	YMR266W
4044	5.30e-06	6.13e-07	14.239744	6.2111	0.9074868	YLR249W
684	5.34e-06	6.20e-07	14.219509	6.19901	0.7285155	YCR087C-A
3682	5.34e-06	6.21e-07	14.215305	6.1965	0.4992464	YKR063C
2964	5.34e-06	6.21e-07	-14.215254	6.19647	-0.5390151	YIR007W
4561	5.34e-06	6.21e-07	-14.214591	6.19607	-0.5059196	YMR148W
4679	5.35e-06	6.23e-07	14.210081	6.19337	0.6636085	YMR259C
929	5.35e-06	6.23e-07	-14.208693	6.19254	-0.4999339	YDL216C
469	5.35e-06	6.25e-07	14.20256	6.18887	0.7977358	YBR238C
3780	5.35e-06	6.26e-07	14.199977	6.18733	0.9807028	YLL054C
5342	5.35e-06	6.27e-07	14.19878	6.18661	0.5587864	YOR001W
3235	5.37e-06	6.30e-07	-14.189912	6.1813	-1.211611	YJR008W
434	5.41e-06	6.36e-07	-14.170626	6.16975	-0.5508902	YBR204C
7	5.41e-06	6.37e-07	-14.168685	6.16858	-0.7355301	YAL008W
2439	5.42e-06	6.39e-07	-14.163994	6.16577	-0.6470031	YGR237C
1310	5.47e-06	6.46e-07	14.144044	6.15379	0.5129521	YDR341C
4080	5.49e-06	6.48e-07	-14.135979	6.14895	-0.5147283	YLR284C
793	5.49e-06	6.50e-07	-14.130988	6.14595	-1.3752228	YDL085W
3473	5.56e-06	6.58e-07	14.107876	6.13204	1.0183725	YKL082C
5161	5.63e-06	6.69e-07	14.079441	6.1149	0.6565095	YNR067C
3967	5.66e-06	6.73e-07	14.067885	6.10793	0.5884044	YLR172C
2311	5.71e-06	6.79e-07	-14.050319	6.09731	-0.8748739	YGR110W
2460	5.72e-06	6.82e-07	-14.044695	6.09391	-0.5459611	YGR258C
3897	5.72e-06	6.84e-07	14.038819	6.09036	0.5448783	YLR103C
278	5.72e-06	6.84e-07	-14.037852	6.08977	-0.9042905	YBR054W
1485	5.72e-06	6.85e-07	-14.035045	6.08808	-1.4759468	YDR513W
5626	5.72e-06	6.86e-07	-14.033602	6.0872	-0.8161284	YOR285W
2313	5.79e-06	6.96e-07	-14.007382	6.07132	-0.5250359	YGR112W
821	5.85e-06	7.03e-07	-13.98672	6.05879	-0.5819142	YDL113C
4423	5.85e-06	7.05e-07	13.982725	6.05636	1.1664122	YMR014W
3835	5.94e-06	7.18e-07	-13.950649	6.03686	-0.6926241	YLR042C
530	5.94e-06	7.18e-07	-13.949751	6.03631	-0.6405264	YBR298C
